Frame,GGPP_Lig1_HB_Count,GGPP_Lig2_HB_Count
2058,351,351
2059,340,340
2060,344,344
2061,351,351
2062,342,342
2063,339,339
2064,349,349
2065,336,336
2066,336,336
2067,342,342
2068,335,335
2069,331,331
2070,327,327
2071,334,334
2072,340,340
2073,353,353
2074,335,335
2075,345,345
2076,358,358
2077,337,337
2078,350,350
2079,339,339
2080,357,357
2081,349,349
2082,349,349
2083,344,344
2084,345,345
2085,348,348
2086,344,344
2087,352,352
2088,355,355
2089,344,344
2090,344,344
2091,350,350
2092,346,346
2093,354,354
2094,355,355
2095,339,339
2096,354,354
2097,343,343
2098,339,339
2099,348,348
2100,340,340
2101,363,363
2102,357,357
2103,354,354
2104,367,367
2105,354,354
